id_venda,data,regiao,categoria,produto,quantidade,preco_unitario,faturamento,custo,margem,canal,pagamento
243,2024-07-13,Sul,Alimentos,Macarrao,3,5.07,15.21,11.67,3.54,Delivery,Cartao
244,2024-12-04,Centro-Oeste,Limpeza,Detergente,4,2.6,10.4,6.24,4.16,Loja Fisica,Pix
245,2024-12-26,Sul,Alimentos,Arroz,7,25.09,175.63,120.83,54.8,Delivery,Dinheiro
246,2024-03-12,Sudeste,Alimentos,Cafe,6,18.54,111.24,81.71,29.53,Delivery,Cartao
247,2024-03-14,Sul,Higiene,Desodorante,5,11.21,56.05,38.75,17.3,Loja Fisica,Pix
248,2024-03-30,Sudeste,Bebidas,Energetico,1,11.03,11.03,8.47,2.56,Delivery,Dinheiro
249,2024-06-12,Sudeste,Bebidas,Agua,7,2.39,16.73,11.5,5.23,Loja Fisica,Cartao
250,2024-12-28,Nordeste,Bebidas,Refrigerante,9,7.52,67.68,44.89,22.79,Loja Fisica,Cartao
251,2024-05-10,Nordeste,Higiene,Desodorante,6,10.79,64.74,46.93,17.81,Loja Fisica,Cartao
252,2024-12-10,Sudeste,Alimentos,Arroz,4,26.92,107.68,75.11,32.57,Delivery,Cartao
253,2024-04-16,Sul,Bebidas,Refrigerante,4,8.31,33.24,25.68,7.56,Loja Fisica,Boleto
254,2024-09-02,Sul,Higiene,Shampoo,7,16.44,115.08,79.45,35.63,Delivery,Cartao
255,2024-09-30,Sudeste,Bebidas,Agua,9,2.74,24.66,16.6,8.06,Delivery,Pix
256,2024-06-12,Sul,Bebidas,Energetico,1,10.22,10.22,6.38,3.84,Loja Fisica,Cartao
257,2024-10-26,Sudeste,Bebidas,Suco,4,6.8,27.2,17.84,9.36,Delivery,Pix
258,2024-12-01,Sul,Bebidas,Energetico,12,10.38,124.56,84.47,40.09,Loja Fisica,Dinheiro
259,2024-03-27,Nordeste,Higiene,Shampoo,9,16.66,149.94,115.67,34.27,Loja Fisica,Dinheiro
260,2024-02-08,Sul,Higiene,Sabonete,7,2.75,19.25,13.59,5.66,Loja Fisica,Cartao
261,2024-04-21,Sudeste,Bebidas,Cha Gelado,11,6.11,67.21,47.27,19.94,Loja Fisica,Pix
262,2024-01-04,Sudeste,Bebidas,Refrigerante,9,7.98,71.82,49.35,22.47,Loja Fisica,Pix
263,2024-12-23,Sudeste,Limpeza,Sabao em Po,2,18.21,36.42,24.94,11.48,Loja Fisica,Pix
264,2024-05-09,Sul,Alimentos,Acucar,2,4.77,9.54,6.31,3.23,Loja Fisica,Boleto
265,2024-04-25,Nordeste,Limpeza,Detergente,11,3.02,33.22,23.59,9.63,Loja Fisica,Cartao
266,2024-07-12,Sudeste,Alimentos,Arroz,12,23.76,285.12,193.87,91.25,Loja Fisica,Dinheiro
267,2024-10-16,Sul,Utilidades,Filtro de Cafe,1,4.93,4.93,3.75,1.18,Delivery,Pix
268,2024-05-18,Norte,Alimentos,Macarrao,9,5.37,48.33,28.35,19.98,E-commerce,Cartao
269,2024-04-16,Sudeste,Limpeza,Agua Sanitaria,2,5.29,10.58,7.33,3.25,Loja Fisica,Dinheiro
270,2024-12-12,Sul,Bebidas,Suco,12,7.35,88.2,59.99,28.21,E-commerce,Cartao
271,2024-08-11,Nordeste,Alimentos,Cafe,10,19.89,198.9,131.14,67.76,Delivery,Cartao
272,2024-05-19,Sudeste,Bebidas,Suco,6,7.11,42.66,27.95,14.71,Loja Fisica,Pix
273,2024-07-13,Norte,Higiene,Shampoo,12,13.93,167.16,105.91,61.25,Loja Fisica,Dinheiro
274,2024-03-19,Sudeste,Bebidas,Refrigerante,2,6.91,13.82,8.87,4.95,Loja Fisica,Cartao
275,2024-03-08,Norte,Bebidas,Cha Gelado,9,5.93,53.37,32.06,21.31,Loja Fisica,Pix
276,2024-11-01,Sudeste,Bebidas,Energetico,1,9.69,9.69,6.37,3.32,Loja Fisica,Dinheiro
277,2024-05-04,Sudeste,Alimentos,Acucar,3,4.55,13.65,8.74,4.91,Loja Fisica,Cartao
278,2024-08-10,Nordeste,Alimentos,Arroz,6,24.16,144.96,91.23,53.73,Delivery,Pix
279,2024-04-10,Centro-Oeste,Alimentos,Arroz,7,24.56,171.92,121.04,50.88,Delivery,Cartao
280,2024-06-20,Centro-Oeste,Limpeza,Esponja,3,2.16,6.48,4.54,1.94,Delivery,Pix
281,2024-03-31,Sul,Utilidades,Saco de Lixo,12,8.9,106.8,72.43,34.37,Loja Fisica,Cartao
282,2024-07-11,Nordeste,Limpeza,Desinfetante,2,9.85,19.7,12.21,7.49,E-commerce,Cartao
283,2024-10-08,Norte,Limpeza,Sabao em Po,8,17.81,142.48,106.33,36.15,Loja Fisica,Dinheiro
284,2024-07-28,Sudeste,Alimentos,Macarrao,4,5.05,20.2,12.34,7.86,Loja Fisica,Cartao
285,2024-08-17,Sul,Bebidas,Energetico,9,10.11,90.99,69.52,21.47,Delivery,Pix
286,2024-07-03,Sudeste,Limpeza,Esponja,11,2.43,26.73,16.09,10.64,Loja Fisica,Pix
287,2024-03-26,Sudeste,Alimentos,Acucar,6,5.34,32.04,21.34,10.7,Loja Fisica,Cartao
288,2024-09-18,Sudeste,Higiene,Papel Higienico,4,19.07,76.28,50.21,26.07,Delivery,Pix
289,2024-09-13,Nordeste,Utilidades,Pano Multiuso,2,6.56,13.12,10.03,3.09,Loja Fisica,Dinheiro
290,2024-03-13,Centro-Oeste,Bebidas,Suco,9,7.01,63.09,42.6,20.49,Loja Fisica,Pix
291,2024-06-12,Norte,Alimentos,Arroz,1,27.14,27.14,19.26,7.88,Delivery,Cartao
292,2024-05-04,Sudeste,Higiene,Creme Dental,9,6.23,56.07,37.7,18.37,Delivery,Pix
293,2024-04-05,Sudeste,Bebidas,Refrigerante,12,7.82,93.84,58.13,35.71,Loja Fisica,Cartao
294,2024-12-26,Nordeste,Alimentos,Arroz,10,23.41,234.1,176.6,57.5,Loja Fisica,Cartao
295,2024-08-22,Norte,Higiene,Desodorante,9,12.8,115.2,74.04,41.16,Loja Fisica,Cartao
296,2024-02-28,Centro-Oeste,Limpeza,Esponja,3,2.38,7.14,5.15,1.99,Loja Fisica,Pix
297,2024-02-13,Sudeste,Bebidas,Suco,5,6.51,32.55,21.31,11.24,Loja Fisica,Cartao
298,2024-11-01,Nordeste,Bebidas,Suco,8,7.22,57.76,41.51,16.25,Delivery,Boleto
299,2024-10-11,Nordeste,Alimentos,Feijao,6,9.25,55.5,39.07,16.43,E-commerce,Boleto
300,2024-09-05,Nordeste,Limpeza,Esponja,9,2.31,20.79,13.76,7.03,Loja Fisica,Pix
301,2024-08-15,Sudeste,Alimentos,Arroz,4,24.36,97.44,61.87,35.57,Loja Fisica,Cartao
302,2024-08-22,Sudeste,Limpeza,Agua Sanitaria,9,5.52,49.68,34.5,15.18,Loja Fisica,Pix
303,2024-07-06,Sudeste,Limpeza,Agua Sanitaria,9,5.2,46.8,31.12,15.68,Delivery,Pix
304,2024-05-06,Nordeste,Utilidades,Pano Multiuso,5,6.63,33.15,24.64,8.51,Loja Fisica,Boleto
305,2024-05-01,Nordeste,Limpeza,Desinfetante,12,9.27,111.24,74.05,37.19,Loja Fisica,Dinheiro
306,2024-04-15,Sul,Higiene,Papel Higienico,5,19.64,98.2,60.26,37.94,E-commerce,Cartao
307,2024-10-20,Nordeste,Limpeza,Detergente,3,3.0,9.0,6.63,2.37,E-commerce,Boleto
308,2024-12-01,Nordeste,Limpeza,Sabao em Po,3,17.53,52.59,39.22,13.37,Delivery,Pix
309,2024-09-07,Nordeste,Higiene,Desodorante,7,11.62,81.34,57.49,23.85,E-commerce,Cartao
310,2024-09-20,Sudeste,Higiene,Creme Dental,8,6.88,55.04,35.53,19.51,Loja Fisica,Dinheiro
311,2024-02-17,Sudeste,Bebidas,Agua,2,2.7,5.4,3.56,1.84,E-commerce,Dinheiro
312,2024-09-10,Nordeste,Limpeza,Desinfetante,9,9.22,82.98,57.52,25.46,Loja Fisica,Cartao
313,2024-12-15,Sudeste,Alimentos,Acucar,1,4.54,4.54,3.41,1.13,Loja Fisica,Cartao
314,2024-08-07,Nordeste,Higiene,Shampoo,11,14.61,160.71,121.32,39.39,E-commerce,Cartao
315,2024-07-03,Nordeste,Bebidas,Suco,1,6.89,6.89,4.42,2.47,Delivery,Cartao
316,2024-12-01,Norte,Alimentos,Feijao,8,7.95,63.6,44.44,19.16,Loja Fisica,Cartao
317,2024-01-05,Sudeste,Limpeza,Agua Sanitaria,12,5.11,61.32,36.43,24.89,Loja Fisica,Pix
318,2024-02-22,Norte,Bebidas,Agua,3,2.49,7.47,5.55,1.92,E-commerce,Pix
319,2024-12-12,Nordeste,Higiene,Sabonete,10,3.05,30.5,20.37,10.13,Delivery,Pix
320,2024-03-18,Sul,Higiene,Desodorante,4,10.78,43.12,25.88,17.24,Delivery,Pix
321,2024-07-15,Centro-Oeste,Bebidas,Suco,4,6.73,26.92,16.07,10.85,Loja Fisica,Pix
322,2024-11-07,Nordeste,Utilidades,Pilhas,11,14.13,155.43,96.54,58.89,Loja Fisica,Cartao
323,2024-07-19,Nordeste,Alimentos,Feijao,8,8.48,67.84,42.62,25.22,Delivery,Cartao
324,2024-01-07,Sul,Utilidades,Lampada,7,10.38,72.66,50.4,22.26,Loja Fisica,Pix
325,2024-08-29,Sul,Limpeza,Detergente,10,2.52,25.2,15.94,9.26,Loja Fisica,Cartao
326,2024-07-22,Sudeste,Higiene,Papel Higienico,7,18.99,132.93,87.79,45.14,Delivery,Pix
327,2024-03-19,Nordeste,Bebidas,Cha Gelado,4,6.47,25.88,15.81,10.07,Loja Fisica,Pix
328,2024-11-28,Sudeste,Alimentos,Acucar,12,5.33,63.96,40.15,23.81,Loja Fisica,Boleto
329,2024-02-29,Centro-Oeste,Higiene,Creme Dental,11,6.62,72.82,53.02,19.8,Loja Fisica,Pix
330,2024-12-25,Norte,Bebidas,Agua,9,2.56,23.04,17.15,5.89,Loja Fisica,Cartao
331,2024-05-17,Sudeste,Alimentos,Arroz,6,26.93,161.58,102.51,59.07,Loja Fisica,Pix
332,2024-10-22,Sudeste,Bebidas,Cha Gelado,6,5.4,32.4,24.36,8.04,Loja Fisica,Cartao
333,2024-02-22,Sul,Higiene,Sabonete,4,3.1,12.4,7.2,5.2,E-commerce,Cartao
334,2024-01-24,Sudeste,Bebidas,Suco,3,7.63,22.89,17.2,5.69,Loja Fisica,Dinheiro
335,2024-12-01,Centro-Oeste,Bebidas,Energetico,12,9.74,116.88,87.1,29.78,Loja Fisica,Cartao
336,2024-12-10,Sul,Alimentos,Cafe,1,19.88,19.88,11.8,8.08,Loja Fisica,Cartao
337,2024-06-08,Centro-Oeste,Higiene,Sabonete,6,2.78,16.68,11.56,5.12,Loja Fisica,Pix
338,2024-08-25,Centro-Oeste,Utilidades,Lampada,12,10.45,125.4,91.8,33.6,Loja Fisica,Cartao
339,2024-07-28,Norte,Higiene,Sabonete,6,2.67,16.02,11.4,4.62,E-commerce,Pix
340,2024-02-23,Nordeste,Utilidades,Pano Multiuso,8,7.45,59.6,46.16,13.44,Loja Fisica,Cartao
341,2024-01-23,Sul,Utilidades,Filtro de Cafe,7,5.41,37.87,24.79,13.08,E-commerce,Cartao
342,2024-02-18,Sudeste,Higiene,Desodorante,2,11.94,23.88,14.15,9.73,Delivery,Cartao
343,2024-05-29,Nordeste,Bebidas,Energetico,12,10.76,129.12,83.31,45.81,Loja Fisica,Cartao
344,2024-04-13,Nordeste,Limpeza,Detergente,3,2.54,7.62,5.1,2.52,Loja Fisica,Cartao
345,2024-07-02,Sul,Alimentos,Macarrao,8,5.06,40.48,24.45,16.03,Loja Fisica,Pix
346,2024-12-26,Sudeste,Alimentos,Macarrao,3,4.88,14.64,9.22,5.42,Loja Fisica,Pix
347,2024-12-12,Nordeste,Limpeza,Sabao em Po,1,18.32,18.32,13.76,4.56,Loja Fisica,Pix
348,2024-02-18,Sudeste,Limpeza,Sabao em Po,2,15.22,30.44,22.71,7.73,E-commerce,Cartao
349,2024-07-24,Centro-Oeste,Higiene,Sabonete,10,3.01,30.1,22.98,7.12,Loja Fisica,Boleto
350,2024-04-11,Sul,Bebidas,Suco,2,7.6,15.2,11.34,3.86,Loja Fisica,Cartao
351,2024-08-24,Norte,Utilidades,Pano Multiuso,12,6.69,80.28,47.04,33.24,Delivery,Cartao
352,2024-04-19,Sul,Alimentos,Acucar,3,4.45,13.35,9.4,3.95,Loja Fisica,Cartao
353,2024-07-29,Sul,Bebidas,Refrigerante,5,7.47,37.35,24.79,12.56,Delivery,Dinheiro
354,2024-05-07,Sudeste,Limpeza,Detergente,7,2.91,20.37,13.28,7.09,Loja Fisica,Pix
355,2024-10-16,Sudeste,Bebidas,Suco,1,6.79,6.79,4.24,2.55,E-commerce,Dinheiro
356,2024-01-30,Sul,Bebidas,Agua,10,2.8,28.0,21.69,6.31,Loja Fisica,Pix
357,2024-05-16,Sudeste,Limpeza,Detergente,4,2.79,11.16,8.67,2.49,Loja Fisica,Boleto
358,2024-03-29,Nordeste,Higiene,Creme Dental,10,5.74,57.4,41.33,16.07,E-commerce,Pix
359,2024-10-15,Sul,Limpeza,Agua Sanitaria,9,5.3,47.7,32.34,15.36,Loja Fisica,Cartao
360,2024-04-22,Norte,Bebidas,Agua,10,2.4,24.0,14.55,9.45,Delivery,Dinheiro
361,2024-06-14,Norte,Alimentos,Feijao,2,9.26,18.52,13.93,4.59,E-commerce,Cartao
362,2024-12-05,Centro-Oeste,Alimentos,Macarrao,6,4.93,29.58,18.09,11.49,E-commerce,Dinheiro
363,2024-09-06,Sudeste,Alimentos,Cafe,12,19.65,235.8,165.71,70.09,Loja Fisica,Pix
364,2024-03-30,Centro-Oeste,Limpeza,Desinfetante,3,8.5,25.5,14.8,10.7,Delivery,Pix
365,2024-10-17,Norte,Higiene,Papel Higienico,4,19.81,79.24,47.61,31.63,Loja Fisica,Cartao
366,2024-02-09,Nordeste,Utilidades,Lampada,11,10.42,114.62,68.51,46.11,Delivery,Pix
367,2024-06-20,Centro-Oeste,Alimentos,Feijao,12,7.94,95.28,60.15,35.13,Loja Fisica,Cartao
368,2024-07-16,Centro-Oeste,Bebidas,Suco,7,7.03,49.21,32.27,16.94,Loja Fisica,Cartao
369,2024-09-02,Sudeste,Higiene,Shampoo,3,15.05,45.15,33.4,11.75,Loja Fisica,Cartao
370,2024-05-13,Sul,Alimentos,Feijao,7,8.09,56.63,33.69,22.94,E-commerce,Boleto
371,2024-06-22,Sudeste,Higiene,Desodorante,12,10.65,127.8,98.21,29.59,Loja Fisica,Dinheiro
372,2024-03-21,Norte,Bebidas,Suco,7,7.31,51.17,37.07,14.1,Delivery,Cartao
373,2024-05-24,Nordeste,Alimentos,Acucar,10,4.94,49.4,33.5,15.9,Loja Fisica,Cartao
374,2024-02-14,Nordeste,Higiene,Papel Higienico,8,18.14,145.12,84.92,60.2,Loja Fisica,Cartao
375,2024-02-11,Sudeste,Alimentos,Acucar,8,4.89,39.12,27.86,11.26,Loja Fisica,Pix
376,2024-04-04,Centro-Oeste,Bebidas,Suco,8,6.41,51.28,34.25,17.03,Loja Fisica,Dinheiro
377,2024-10-15,Norte,Limpeza,Detergente,2,2.84,5.68,4.21,1.47,Loja Fisica,Dinheiro
378,2024-04-26,Sudeste,Limpeza,Esponja,7,2.45,17.15,12.3,4.85,E-commerce,Pix
379,2024-04-30,Sudeste,Alimentos,Arroz,9,25.75,231.75,158.37,73.38,Loja Fisica,Boleto
380,2024-03-16,Nordeste,Limpeza,Sabao em Po,3,18.39,55.17,40.92,14.25,Loja Fisica,Cartao
381,2024-12-15,Centro-Oeste,Utilidades,Lampada,10,9.23,92.3,70.35,21.95,E-commerce,Cartao
382,2024-07-17,Sudeste,Higiene,Creme Dental,9,6.27,56.43,42.59,13.84,Delivery,Pix
383,2024-09-24,Sudeste,Alimentos,Feijao,3,8.78,26.34,18.35,7.99,E-commerce,Cartao
384,2024-02-24,Sudeste,Alimentos,Macarrao,9,5.7,51.3,38.76,12.54,Loja Fisica,Pix
385,2024-10-19,Sudeste,Alimentos,Macarrao,7,4.93,34.51,24.22,10.29,Delivery,Cartao
386,2024-06-18,Sudeste,Alimentos,Acucar,5,5.28,26.4,15.42,10.98,Delivery,Cartao
387,2024-05-23,Sul,Limpeza,Detergente,4,2.56,10.24,7.93,2.31,Loja Fisica,Dinheiro
388,2024-05-17,Sudeste,Higiene,Sabonete,4,2.92,11.68,8.91,2.77,Loja Fisica,Pix
389,2024-09-21,Sul,Limpeza,Esponja,3,2.05,6.15,4.44,1.71,Loja Fisica,Dinheiro
390,2024-09-25,Sul,Alimentos,Feijao,4,9.24,36.96,23.28,13.68,Loja Fisica,Dinheiro
391,2024-12-26,Nordeste,Bebidas,Energetico,9,9.89,89.01,68.06,20.95,Delivery,Cartao
392,2024-09-07,Sudeste,Alimentos,Acucar,10,4.95,49.5,32.12,17.38,Delivery,Cartao
393,2024-12-18,Norte,Alimentos,Arroz,3,27.16,81.48,59.97,21.51,Loja Fisica,Cartao
394,2024-04-25,Sudeste,Alimentos,Acucar,9,4.44,39.96,29.41,10.55,Delivery,Cartao
395,2024-03-08,Sudeste,Higiene,Sabonete,4,2.81,11.24,8.33,2.91,Loja Fisica,Boleto
396,2024-11-25,Nordeste,Utilidades,Saco de Lixo,8,8.15,65.2,43.9,21.3,Delivery,Dinheiro
397,2024-07-22,Sudeste,Alimentos,Macarrao,9,5.46,49.14,34.49,14.65,Loja Fisica,Cartao
398,2024-02-02,Centro-Oeste,Alimentos,Macarrao,5,5.06,25.3,18.27,7.03,E-commerce,Cartao
399,2024-03-17,Sudeste,Alimentos,Arroz,10,24.92,249.2,160.46,88.74,Loja Fisica,Cartao
400,2024-09-11,Sul,Alimentos,Acucar,7,4.79,33.53,19.68,13.85,Delivery,Pix
401,2024-04-07,Centro-Oeste,Limpeza,Esponja,11,2.37,26.07,19.85,6.22,Delivery,Pix
402,2024-03-28,Sul,Limpeza,Sabao em Po,5,15.5,77.5,46.93,30.57,Loja Fisica,Dinheiro
403,2024-04-03,Sul,Utilidades,Pilhas,4,12.78,51.12,37.26,13.86,Loja Fisica,Dinheiro
404,2024-06-18,Centro-Oeste,Higiene,Desodorante,2,11.66,23.32,17.57,5.75,Loja Fisica,Boleto
405,2024-02-06,Sudeste,Alimentos,Arroz,11,24.81,272.91,174.57,98.34,Loja Fisica,Dinheiro
406,2024-03-11,Sul,Bebidas,Cha Gelado,8,5.5,44.0,33.11,10.89,Loja Fisica,Cartao
407,2024-06-19,Sudeste,Alimentos,Arroz,1,25.16,25.16,15.65,9.51,Delivery,Pix
408,2024-03-22,Sudeste,Limpeza,Detergente,3,2.82,8.46,5.98,2.48,Loja Fisica,Boleto
409,2024-07-15,Norte,Higiene,Creme Dental,1,6.81,6.81,4.98,1.83,Loja Fisica,Cartao
410,2024-01-03,Sudeste,Alimentos,Macarrao,5,4.92,24.6,16.16,8.44,Loja Fisica,Cartao
411,2024-01-24,Nordeste,Alimentos,Cafe,10,18.34,183.4,122.28,61.12,Delivery,Cartao
412,2024-09-07,Centro-Oeste,Alimentos,Acucar,1,4.64,4.64,3.37,1.27,Loja Fisica,Pix
413,2024-10-28,Sudeste,Alimentos,Arroz,7,27.27,190.89,120.48,70.41,Loja Fisica,Cartao
414,2024-01-25,Sudeste,Higiene,Sabonete,1,3.07,3.07,2.04,1.03,Loja Fisica,Pix
415,2024-08-30,Sudeste,Alimentos,Arroz,5,25.0,125.0,75.02,49.98,Loja Fisica,Pix
416,2024-12-24,Nordeste,Limpeza,Detergente,9,2.87,25.83,15.59,10.24,Loja Fisica,Cartao
417,2024-04-11,Sudeste,Limpeza,Esponja,4,2.18,8.72,5.77,2.95,Loja Fisica,Pix
418,2024-04-16,Sudeste,Bebidas,Suco,1,6.37,6.37,3.81,2.56,Loja Fisica,Pix
419,2024-09-09,Nordeste,Alimentos,Cafe,2,19.06,38.12,22.88,15.24,Loja Fisica,Cartao
420,2024-05-31,Nordeste,Alimentos,Feijao,1,9.27,9.27,6.04,3.23,Delivery,Cartao
421,2024-02-29,Norte,Limpeza,Detergente,1,2.94,2.94,2.1,0.84,Loja Fisica,Cartao
422,2024-08-12,Sul,Alimentos,Arroz,6,26.97,161.82,99.77,62.05,Loja Fisica,Boleto
423,2024-05-19,Sul,Higiene,Desodorante,7,12.07,84.49,62.47,22.02,Loja Fisica,Pix
424,2024-01-31,Sul,Limpeza,Detergente,7,2.98,20.86,14.11,6.75,Loja Fisica,Cartao
425,2024-11-08,Centro-Oeste,Bebidas,Refrigerante,11,8.22,90.42,65.6,24.82,E-commerce,Pix
426,2024-09-06,Norte,Bebidas,Refrigerante,2,7.29,14.58,9.37,5.21,Delivery,Pix
427,2024-10-22,Sudeste,Alimentos,Macarrao,9,5.33,47.97,34.54,13.43,Loja Fisica,Pix
428,2024-05-07,Sudeste,Higiene,Desodorante,3,12.51,37.53,25.96,11.57,E-commerce,Cartao
429,2024-11-25,Sul,Bebidas,Energetico,8,10.83,86.64,51.55,35.09,Loja Fisica,Cartao
430,2024-05-22,Norte,Alimentos,Acucar,7,5.2,36.4,21.69,14.71,Loja Fisica,Pix
431,2024-02-15,Sul,Bebidas,Refrigerante,8,8.02,64.16,37.44,26.72,Loja Fisica,Cartao
432,2024-10-08,Norte,Alimentos,Cafe,10,18.75,187.5,142.13,45.37,Loja Fisica,Pix
433,2024-08-21,Sul,Bebidas,Refrigerante,4,8.17,32.68,21.12,11.56,Delivery,Pix
434,2024-12-02,Centro-Oeste,Bebidas,Refrigerante,11,7.23,79.53,51.56,27.97,Delivery,Boleto
435,2024-05-29,Sudeste,Bebidas,Refrigerante,1,8.25,8.25,5.6,2.65,Delivery,Dinheiro
436,2024-07-28,Norte,Higiene,Shampoo,2,16.48,32.96,21.71,11.25,Loja Fisica,Dinheiro
437,2024-06-22,Norte,Bebidas,Cha Gelado,2,6.23,12.46,8.35,4.11,Delivery,Boleto
438,2024-03-09,Sul,Alimentos,Arroz,9,27.57,248.13,185.54,62.59,Loja Fisica,Pix
439,2024-03-31,Sudeste,Alimentos,Feijao,2,8.48,16.96,11.87,5.09,E-commerce,Pix
440,2024-07-15,Centro-Oeste,Higiene,Shampoo,5,14.89,74.45,48.29,26.16,Loja Fisica,Dinheiro
441,2024-03-11,Centro-Oeste,Limpeza,Esponja,5,2.39,11.95,8.24,3.71,Loja Fisica,Pix
442,2024-10-10,Sudeste,Alimentos,Cafe,12,17.51,210.12,136.38,73.74,Delivery,Boleto
443,2024-11-28,Sul,Alimentos,Cafe,12,18.75,225.0,162.47,62.53,Delivery,Pix
444,2024-10-25,Sudeste,Higiene,Desodorante,11,12.3,135.3,101.24,34.06,Loja Fisica,Dinheiro
445,2024-01-07,Sudeste,Alimentos,Feijao,1,8.96,8.96,5.56,3.4,Delivery,Cartao
446,2024-05-26,Sudeste,Alimentos,Arroz,12,26.81,321.72,199.72,122.0,Loja Fisica,Cartao
447,2024-08-19,Norte,Limpeza,Esponja,4,2.35,9.4,6.51,2.89,Loja Fisica,Dinheiro
448,2024-12-22,Nordeste,Higiene,Desodorante,7,11.54,80.78,59.59,21.19,Delivery,Boleto
449,2024-01-28,Norte,Alimentos,Cafe,8,19.44,155.52,118.55,36.97,Delivery,Pix
450,2024-10-28,Sudeste,Higiene,Shampoo,5,15.05,75.25,58.45,16.8,Loja Fisica,Boleto
451,2024-09-20,Norte,Alimentos,Macarrao,9,5.06,45.54,27.88,17.66,E-commerce,Cartao
452,2024-08-26,Sudeste,Alimentos,Feijao,6,8.83,52.98,38.93,14.05,Delivery,Dinheiro
453,2024-06-03,Sudeste,Higiene,Creme Dental,2,6.68,13.36,8.6,4.76,Loja Fisica,Cartao
454,2024-02-04,Sudeste,Alimentos,Cafe,9,17.91,161.19,104.75,56.44,E-commerce,Pix
455,2024-06-18,Centro-Oeste,Alimentos,Cafe,9,18.17,163.53,113.21,50.32,Delivery,Pix
456,2024-02-28,Sudeste,Bebidas,Cha Gelado,10,5.62,56.2,33.04,23.16,E-commerce,Cartao
457,2024-02-28,Centro-Oeste,Higiene,Creme Dental,1,6.83,6.83,5.08,1.75,Loja Fisica,Dinheiro
458,2024-08-16,Sudeste,Alimentos,Feijao,6,8.69,52.14,40.13,12.01,Loja Fisica,Boleto
459,2024-10-02,Sudeste,Higiene,Shampoo,11,15.58,171.38,106.71,64.67,Delivery,Dinheiro
460,2024-04-15,Sudeste,Limpeza,Agua Sanitaria,11,5.85,64.35,38.25,26.1,Delivery,Cartao
461,2024-06-18,Norte,Alimentos,Feijao,5,8.77,43.85,30.48,13.37,Loja Fisica,Cartao
462,2024-07-17,Centro-Oeste,Bebidas,Agua,1,2.49,2.49,1.5,0.99,Loja Fisica,Pix
463,2024-02-02,Sudeste,Higiene,Sabonete,6,3.21,19.26,11.58,7.68,Delivery,Cartao
464,2024-02-14,Nordeste,Utilidades,Pano Multiuso,7,7.27,50.89,29.83,21.06,Loja Fisica,Cartao
465,2024-07-19,Sudeste,Limpeza,Desinfetante,11,8.44,92.84,66.42,26.42,E-commerce,Dinheiro
466,2024-11-27,Centro-Oeste,Utilidades,Filtro de Cafe,9,4.84,43.56,25.63,17.93,Loja Fisica,Cartao
467,2024-10-07,Sul,Bebidas,Agua,4,2.51,10.04,7.12,2.92,Loja Fisica,Cartao
468,2024-04-23,Sudeste,Alimentos,Arroz,3,26.25,78.75,54.61,24.14,Loja Fisica,Dinheiro
469,2024-10-08,Sudeste,Higiene,Creme Dental,11,5.79,63.69,38.19,25.5,Delivery,Pix
470,2024-06-18,Centro-Oeste,Higiene,Shampoo,2,14.56,29.12,17.3,11.82,Loja Fisica,Pix
471,2024-06-17,Sudeste,Bebidas,Cha Gelado,3,5.99,17.97,11.73,6.24,Loja Fisica,Cartao
472,2024-01-03,Nordeste,Limpeza,Agua Sanitaria,5,5.88,29.4,17.84,11.56,Delivery,Dinheiro
473,2024-08-24,Centro-Oeste,Limpeza,Agua Sanitaria,9,5.09,45.81,32.48,13.33,Loja Fisica,Cartao
474,2024-03-12,Sul,Alimentos,Arroz,12,23.28,279.36,163.07,116.29,Loja Fisica,Cartao
475,2024-10-24,Sudeste,Limpeza,Sabao em Po,1,17.0,17.0,11.71,5.29,E-commerce,Pix
476,2024-03-17,Centro-Oeste,Alimentos,Cafe,12,19.54,234.48,142.28,92.2,Loja Fisica,Cartao
477,2024-07-05,Sudeste,Higiene,Papel Higienico,11,18.01,198.11,135.27,62.84,Loja Fisica,Cartao
478,2024-10-16,Sudeste,Utilidades,Pano Multiuso,6,6.22,37.32,27.33,9.99,Loja Fisica,Cartao
479,2024-04-29,Norte,Alimentos,Macarrao,7,5.27,36.89,24.75,12.14,Loja Fisica,Boleto
480,2024-06-14,Norte,Utilidades,Saco de Lixo,12,8.17,98.04,67.54,30.5,Loja Fisica,Pix
481,2024-07-06,Sudeste,Utilidades,Pilhas,9,12.52,112.68,87.27,25.41,Loja Fisica,Cartao
482,2024-06-25,Sudeste,Bebidas,Cha Gelado,1,5.92,5.92,3.6,2.32,Loja Fisica,Cartao
483,2024-11-25,Nordeste,Alimentos,Feijao,6,8.84,53.04,39.43,13.61,Delivery,Cartao
484,2024-06-18,Sudeste,Bebidas,Energetico,8,9.53,76.24,46.68,29.56,Delivery,Cartao
485,2024-01-23,Nordeste,Higiene,Shampoo,11,15.24,167.64,127.1,40.54,Loja Fisica,Cartao
486,2024-04-02,Sudeste,Bebidas,Cha Gelado,11,5.36,58.96,42.68,16.28,Delivery,Cartao
487,2024-02-13,Nordeste,Higiene,Desodorante,8,10.97,87.76,65.48,22.28,Loja Fisica,Dinheiro
488,2024-04-03,Sudeste,Bebidas,Suco,12,7.29,87.48,66.88,20.6,Loja Fisica,Cartao
